Latitude(deg),Longitude(deg),TxxEGM96,TxyEGM96,TxzEGM96,TyyEGM96,TyzEGM96,TzzEGM96
32.0,50.0,73.20752467133578083,2.4006937724386963196,-7.3941068237426554893,-80.630649284010846987,-6.6444903432237051686,7.4231246126750661588
32.0,50.1,73.25395346365698553,2.0486821866480888193,-7.170951315085409612,-78.632069026912224614,-7.625891729622316307,5.3781155632552390857
32.0,50.2,73.21820538385629612,1.7429937515749523931,-7.0313716060768421894,-76.508635609705256427,-7.8790018119293560364,3.2904302258489603176
32.0,50.3,73.091872940791630478,1.497696806867727592,-6.9398467171592004104,-74.520040378600109452,-7.4403495637743343145,1.4281674378084789721
32.0,50.4,72.881759975061709606,1.3127422078769735339,-6.8606230779439363669,-72.892341271323961659,-6.4440552000670368098,0.010581296262252051839
32.0,50.5,72.610217382937234578,1.1748687640227112257,-6.763709228816490906,-71.784222126987932831,-5.0960888587149059887,-0.82599525594930174789
32.0,50.6,72.313283528448210054,1.0606603900574038417,-6.6298529033741280224,-71.266526445087395228,-3.6378066583143974277,-1.0467570833608148298
32.0,50.7,72.03674680213712103,0.94129718439748867255,-6.453718651110948679,-71.317613651142831448,-2.3058843707607334162,-0.71913315099428958475
32.0,50.8,71.830560061450338153,0.78821936394364567464,-6.2447504008549889028,-71.833928993760595464,-1.2957902606503865093,0.003368932310257309941
32.0,50.9,71.742290752207598613,0.57872987081267172086,-6.0255779350888932314,-72.652513495882340968,-0.73456908289257987581,0.91022274367474236154
32.0,51.0,71.81044922027333873,0.30054966827398246243,-5.8282429206705503418,-73.58050900739302021,-0.66641378974992018145,1.7700597871196814892
32.0,51.1,72.05858041454830952,-0.045477356869326755132,-5.6888973289670072326,-74.426238478976952951,-1.0518953182582106394,2.3676580644286434351
32.0,51.2,72.490928069824998591,-0.44498585159972232002,-5.6418862242426213209,-75.027053896261611391,-1.7793974943567913896,2.5361258264366128068
32.0,51.3,73.090298860949539206,-0.87201109361121742568,-5.7142116114234840969,-75.270493131565555297,-2.6856877101093082103,2.1801942706160161069
32.0,51.4,73.818492452050157508,-1.2928037072171103271,-5.9212648814535093002,-75.106909505111130108,-3.581814184964349813,1.288417053060972606
32.0,51.5,74.619354760057039323,-1.6707626654400573714,-6.2644362331027232227,-74.553205861404498254,-4.2805691239465769601,-0.066148898652541073302
32.0,51.6,75.424191969249467862,-1.9715379791986814496,-6.7308232059726313046,-73.688344048743010748,-4.6223207029045156453,-1.7358479205064570996
32.0,51.7,76.158987131820258628,-2.1673889004018730929,-7.2948549391118802053,-72.641848197522331883,-4.4967578991395011472,-3.5171389342979267291
32.0,51.8,76.75262178713490847,-2.2401142065600672146,-7.9213157885306461905,-71.576707934994130949,-3.858736012753864567,-5.1759138521407775079
32.0,51.9,77.145149381783719509,-2.18223912276244621,-8.5690648463078911469,-70.668159240034051185,-2.7368378496594505545,-6.4769901417496683157
32.0,52.0,77.295116442628588639,-1.9965569024418937082,-9.1947432262958877581,-70.080013683677679251,-1.2335399305725421493,-7.2151027589509094015
32.1,50.0,72.65911025804346662,2.3065214992624646357,-7.4275980560046554457,-80.098585676279076815,-6.970168360946115628,7.4394754182356101958
32.1,50.1,72.74675150131926621,2.0392858313850251604,-7.1757901425627324914,-78.153376305170508588,-7.871370391992091042,5.4066248038512423734
32.1,50.2,72.762996669975686359,1.8321451355893226531,-6.944515855973867163,-76.098839547550830949,-8.085813691387055602,3.3358428775751445917
32.1,50.3,72.702381173206670969,1.6836471582768270374,-6.6986915028790816055,-74.177010497788263179,-7.648668119292346746,1.4746293245815922111
32.1,50.4,72.571856431992433291,1.5769603011400878577,-6.4117449429188108748,-72.597383568406783914,-6.6851767765643142011,0.02552713641435062275
32.1,50.5,72.391122935107818102,1.4830116540048846383,-6.0714593454856153338,-71.505957020073580303,-5.3863329674593812202,-0.88516591503423779853
32.1,50.6,72.191203690541813073,1.3658554631327019507,-5.6835982223668543205,-70.96701441424706005,-3.9748481466252493519,-1.2241892762947530193
32.1,50.7,72.0112591928817147,1.1894710204556703045,-5.2726055981598063713,-70.95976618328282869,-2.6681873856442381686,-1.051493009598886012
32.1,50.8,71.893918588700188735,0.92488942454284636,-4.8791161783105390843,-71.388963812488468123,-1.6453286685189704094,-0.5049547762117206071
32.1,50.9,71.879650283777872767,0.55642886981159387527,-4.5545288513681964892,-72.106150692593076998,-1.0224697027426115784,0.22650040881520422279
32.1,51.0,72.000878950245062366,0.085916558206779351414,-4.3534042407744564367,-72.936787762314809027,-0.84064763070659262438,0.9359088120697466642
32.1,51.1,72.276645501011926767,-0.46591185301096425173,-4.3248483669858905885,-73.708240286554350868,-1.0657694135678357765,1.4315947855424241118
32.1,51.2,72.708587052451997993,-1.0611661308202983025,-4.5042581659466631995,-74.274375061948557073,-1.5994456417643264309,1.5657880094965590789
32.1,51.3,73.278885406144103519,-1.6494824875579382347,-4.9067808662290158615,-74.533907534337268773,-2.2976608529519635163,1.2550221281931652461
32.1,51.4,73.950609521621082637,-2.174877125154454884,-5.5235730299327469199,-74.441179411381348002,-2.9938160836894344228,0.4905698897602653555
32.1,51.5,74.670585812570959287,-2.58362369263256341,-6.3214798696269499874,-74.009325140092681737,-3.5229040972728689386,-0.66126067247827753508
32.1,51.6,75.374604195096419861,-2.8318275016498763934,-7.2461763257165779876,-73.306565101666291754,-3.7442120972593490985,-2.0680390934301280967
32.1,51.7,75.994446771007916218,-2.8914439345577725099,-8.2282285038684001085,-72.446638266302153836,-3.5606365805961971767,-3.5478085047057623795
32.1,51.8,76.465950192678751378,-2.7538012788934355435,-9.191060002043829598,-71.574349592322628262,-2.9331763810546385902,-4.891600600356123122
32.1,51.9,76.737119996693350223,-2.4301740260046697782,-10.059533388503746537,-70.847151559427320506,-1.8893598249812517413,-5.889968437266029713
32.1,52.0,76.775236898044870129,-1.9495096997911828205,-10.767832254588199684,-70.413870685610012694,-0.52437813995790356209,-6.3613662124348574448
32.2,50.0,72.008424554629608466,2.1476106576207735375,-7.1588966699962676417,-79.641484322456734975,-7.2929930670475832938,7.633059767827126493
32.2,50.1,72.181363115032040605,1.9404514912011619802,-6.8936172122752580697,-77.770193905639524094,-8.177658442867825478,5.588830790607483485
32.2,50.2,72.317160759914125129,1.8038511863268495085,-6.6019062616563396377,-75.790606683353770192,-8.4198873234153297754,3.4734459234396450536
32.2,50.3,72.409405820740621997,1.7255788688478972,-6.2499159984119736354,-73.924764161178369169,-8.0449618046730644191,1.5153583404377471827
32.2,50.4,72.458682008267203284,1.676855724049067365,-5.8184036069661149903,-72.365306632878656958,-7.1602503493430711504,-0.093375375388546319026
32.2,50.5,72.473323552736424955,1.616985819794843769,-5.3086235911356714072,-71.247626590335595315,-5.9334741217376216699,-1.2256969624008296519
32.2,50.6,72.469144873710150752,1.5004211038818372506,-4.7451627060222602829,-70.633880545144395306,-4.5623369228406836739,-1.8352643285657554509
32.2,50.7,72.46797972316577572,1.2852043055300366676,-4.1749849512282581686,-70.510532836628847555,-3.2417630509458836006,-1.9574468865369281803
32.2,50.8,72.495059121563556703,0.94141621274317455219,-3.6625353846032538416,-70.798299389182974441,-2.1347326872818116761,-1.6967597323805822534
32.2,50.9,72.575467734500939955,0.45816138673992842478,-3.2814048005401926535,-71.371180189426497563,-1.3512454805586981382,-1.2042875450744423886
32.2,51.0,72.730108318016006326,-0.15220672428149714578,-3.1036711926515463626,-72.080127957269197705,-0.93778198415111559817,-0.64998036074680862894
32.2,51.1,72.971740192993792223,-0.85350803673011839678,-3.1884951581497450349,-72.776892460013439548,-0.87737751730907875528,-0.19484773298035267826
32.2,51.2,73.301714992273193735,-1.589097637392211177,-3.571762117935460361,-73.334493877487146617,-1.0986132239230367685,0.032778885213952874675
